stateur,statemb,state,age,tenure,joblost,nwhite,school12,sex,bluecol,smsa,married,dkids,dykids,yrdispl,rr,head,ui,portfolio,derivatives,insurance,Sharpe
7.4,199,61,20,17,seasonal_job_ended,no,no,female,yes,no,yes,yes,no,10,0.566787,yes,yes,no,no,no,0.0
7.9,181,72,25,4,slack_work,no,no,female,yes,no,yes,yes,yes,8,0.2010243,yes,no,yes,yes,yes,0.4020486
6.9,188,94,24,1,seasonal_job_ended,no,no,female,yes,yes,yes,yes,no,9,0.4951456,yes,yes,no,no,no,0.0
6.4,120,43,23,6,other,no,no,female,yes,yes,yes,yes,no,4,0.5309734,no,no,no,no,no,0.0
9.8,159,82,26,8,slack_work,no,no,female,yes,no,yes,yes,yes,2,0.5,no,no,yes,yes,yes,1.0
3.8,192,16,23,25,other,no,no,female,yes,yes,yes,yes,no,5,0.4983051,yes,yes,no,no,no,0.0
5.2,245,21,25,2,slack_work,no,no,female,yes,yes,no,no,no,9,0.4984026,yes,no,no,no,no,0.0
8.6,225,55,25,13,other,no,no,female,yes,no,no,no,no,8,0.5207373,no,yes,no,no,no,0.0
6.5,125,58,25,4,slack_work,no,no,female,yes,no,yes,yes,yes,4,0.3846154,yes,yes,yes,yes,yes,0.7692308
7.6,229,34,25,13,slack_work,no,no,female,yes,yes,yes,yes,no,7,0.3809524,yes,yes,no,no,no,0.0
5.4,167,56,27,4,slack_work,no,no,female,yes,yes,yes,yes,yes,4,0.5,yes,yes,yes,yes,yes,1.0
9.0,192,83,20,6,other,no,no,female,yes,no,no,no,no,5,0.4783715,yes,yes,no,no,no,0.0
7.2,166,93,29,1,other,no,no,female,yes,yes,no,no,no,4,0.395,no,no,no,no,no,0.0
7.7,213,84,25,5,other,no,no,female,yes,yes,yes,yes,yes,6,0.3046757,yes,no,yes,yes,yes,0.6093514
6.4,182,13,23,2,slack_work,no,yes,female,yes,yes,yes,yes,no,10,0.4044944,yes,yes,no,no,no,0.0
5.6,200,59,22,2,other,no,no,female,yes,yes,yes,yes,yes,8,0.3210332,yes,no,yes,yes,yes,0.6420664
6.7,210,74,28,5,other,no,no,female,yes,yes,yes,yes,no,8,0.3647295,no,yes,no,no,no,0.0
14.4,194,55,26,2,other,no,no,female,yes,no,yes,yes,no,1,0.5165563,no,yes,yes,yes,yes,1.0331126
9.0,192,83,28,1,other,no,no,female,yes,no,no,yes,no,5,0.5203488,no,no,yes,yes,yes,1.0406976
8.6,115,62,25,1,position_abolished,no,no,female,yes,yes,yes,yes,no,3,0.4186046,yes,no,no,no,no,0.0
5.6,200,59,29,2,slack_work,no,no,female,yes,yes,no,no,no,8,0.4976959,no,yes,no,no,no,0.0
7.2,260,21,23,3,other,no,no,female,yes,yes,yes,yes,yes,10,0.5012658,yes,no,yes,yes,yes,1.0025316
10.0,136,71,30,2,slack_work,no,yes,female,yes,no,yes,yes,no,1,0.5,yes,no,yes,yes,yes,1.0
7.4,213,84,21,1,slack_work,no,no,female,yes,yes,yes,yes,no,5,0.3943396,yes,yes,no,no,no,0.0
5.0,200,59,26,2,other,no,no,female,yes,yes,no,no,no,7,0.5022026,yes,no,no,no,no,0.0
8.8,143,15,28,7,position_abolished,no,no,female,yes,no,yes,yes,no,1,0.3565022,yes,yes,yes,yes,yes,0.7130044
12.9,140,61,21,1,slack_work,no,no,female,yes,no,yes,yes,no,1,0.2795699,yes,yes,no,no,no,0.0
8.1,147,31,22,1,slack_work,no,no,female,yes,yes,no,no,no,5,0.5,no,yes,no,no,no,0.0
9.9,105,43,30,1,slack_work,no,no,female,yes,no,yes,yes,yes,2,0.2989418,yes,yes,yes,yes,yes,0.5978836
9.0,161,33,28,2,seasonal_job_ended,no,no,female,yes,yes,yes,yes,no,4,0.48,yes,no,yes,yes,yes,0.96
4.6,176,73,25,11,slack_work,no,no,female,yes,no,yes,yes,no,1,0.3820663,yes,no,yes,yes,yes,0.7641326
5.0,279,22,24,1,other,no,no,female,yes,yes,no,yes,no,9,0.6007605,no,no,yes,yes,yes,1.201521
6.2,217,74,20,1,position_abolished,no,no,female,yes,no,yes,yes,yes,9,0.5212121,no,yes,yes,yes,yes,1.0424242
9.7,152,56,40,1,slack_work,no,no,female,yes,no,no,yes,no,1,0.502994,yes,yes,yes,yes,yes,1.005988
7.5,275,34,41,25,other,no,no,female,yes,yes,yes,yes,no,9,0.4574899,no,no,no,no,no,0.0
7.1,206,33,42,14,other,no,no,female,yes,no,yes,yes,no,10,0.4683908,no,yes,yes,yes,yes,0.9367816
3.5,205,51,33,3,other,no,no,female,yes,yes,no,no,no,8,0.5,no,no,no,no,no,0.0
7.0,147,31,44,2,slack_work,yes,no,female,yes,yes,no,no,no,6,0.5035461,no,yes,no,no,no,0.0
6.9,146,13,45,3,slack_work,no,no,female,yes,no,yes,yes,no,2,0.5,no,yes,yes,yes,yes,1.0
4.9,180,16,28,1,other,no,no,female,yes,yes,no,no,no,4,0.5018182,yes,yes,no,no,no,0.0
18.0,211,55,36,7,slack_work,no,yes,female,yes,yes,yes,yes,no,2,0.5208333,yes,yes,no,no,no,0.0
3.7,234,16,24,5,slack_work,no,no,female,yes,yes,yes,yes,yes,8,0.2706667,no,yes,yes,yes,yes,0.5413334
4.5,266,23,22,3,slack_work,no,no,female,yes,yes,yes,yes,yes,8,0.5192308,yes,yes,yes,yes,yes,1.0384616
5.7,106,46,28,1,other,yes,no,female,yes,no,no,yes,no,1,0.5631579,no,yes,yes,yes,yes,1.1263158
11.8,205,23,25,1,slack_work,no,no,female,yes,yes,yes,yes,no,2,0.519573,yes,no,yes,yes,yes,1.039146
4.9,237,91,43,1,position_abolished,no,no,female,yes,yes,yes,yes,yes,9,0.5197569,yes,yes,yes,yes,yes,1.0395138
9.1,145,81,51,7,position_abolished,no,no,female,yes,no,no,no,no,1,0.4537815,no,yes,no,no,no,0.0
5.2,245,21,24,5,position_abolished,no,no,female,yes,yes,no,yes,yes,9,0.5,yes,yes,yes,yes,yes,1.0
8.9,158,85,30,2,slack_work,no,no,female,yes,no,yes,yes,yes,6,0.3685504,yes,yes,yes,yes,yes,0.7371008
7.5,210,93,25,2,slack_work,no,yes,female,yes,no,yes,yes,yes,10,0.3001808,yes,no,yes,yes,yes,0.6003616
4.9,126,46,20,1,position_abolished,no,yes,female,yes,no,yes,yes,yes,6,0.5411765,yes,no,yes,yes,yes,1.082353
7.4,168,33,29,3,slack_work,yes,yes,female,yes,yes,yes,yes,no,6,0.4788733,no,yes,no,no,no,0.0
5.1,180,21,23,17,slack_work,no,no,female,yes,yes,yes,yes,no,8,0.5,yes,yes,yes,yes,yes,1.0
8.4,180,83,23,1,seasonal_job_ended,no,yes,female,yes,no,yes,yes,no,2,0.4490741,yes,no,no,no,no,0.0
5.8,190,81,26,3,slack_work,no,no,female,yes,yes,yes,yes,no,9,0.4888889,yes,yes,yes,yes,yes,0.9777778
5.1,166,93,30,1,slack_work,no,yes,female,yes,yes,yes,yes,no,8,0.3948127,yes,yes,no,no,no,0.0
6.0,247,92,22,2,slack_work,no,no,female,yes,yes,no,no,no,10,0.6518987,yes,no,no,no,no,0.0
11.2,178,91,29,6,other,no,no,female,yes,yes,no,no,no,2,0.4444444,yes,no,no,no,no,0.0
5.3,166,93,21,6,other,no,no,female,yes,yes,no,no,no,7,0.2214076,yes,yes,no,no,no,0.0
5.0,214,22,25,3,other,no,no,female,yes,yes,yes,yes,yes,5,0.5630027,yes,yes,yes,yes,yes,1.1260054
6.3,135,13,27,3,slack_work,no,no,female,yes,no,yes,yes,no,1,0.4507463,no,yes,no,no,no,0.0
7.5,210,93,23,6,other,no,no,female,yes,yes,yes,yes,no,10,0.3935018,yes,yes,no,no,no,0.0
7.1,206,33,28,3,slack_work,no,no,female,yes,yes,no,no,no,10,0.4905063,no,yes,no,no,no,0.0
3.6,154,13,30,3,seasonal_job_ended,no,no,female,yes,no,yes,yes,no,6,0.5,yes,yes,no,no,no,0.0
6.0,187,33,21,11,position_abolished,no,no,female,yes,yes,yes,yes,no,8,0.4897119,yes,yes,yes,yes,yes,0.9794238
5.0,229,84,30,3,other,no,no,female,yes,no,yes,yes,no,10,0.275076,yes,no,no,no,no,0.0
5.9,200,59,29,1,position_abolished,yes,yes,female,yes,yes,yes,yes,no,9,0.5,no,no,no,no,no,0.0
7.3,225,59,22,2,slack_work,yes,no,female,yes,yes,no,no,no,10,0.5,no,yes,no,no,no,0.0
9.9,197,34,27,17,other,no,no,female,yes,no,yes,yes,no,4,0.4377778,yes,yes,yes,yes,yes,0.8755556
7.5,210,93,21,2,other,no,no,female,yes,yes,no,no,no,10,0.3955224,no,yes,no,no,no,0.0
4.8,146,13,25,1,slack_work,no,no,female,yes,no,yes,yes,no,4,0.5,yes,yes,yes,yes,yes,1.0
8.9,189,74,21,6,slack_work,no,yes,female,yes,yes,yes,yes,yes,5,0.1353712,yes,yes,yes,yes,yes,0.2707424
9.7,166,93,29,5,slack_work,no,yes,female,yes,yes,yes,yes,no,2,0.3683127,no,yes,no,no,no,0.0
6.6,224,74,35,1,slack_work,no,no,female,yes,yes,no,yes,no,10,0.522388,no,no,yes,yes,yes,1.044776
6.3,150,59,24,5,other,yes,no,female,yes,yes,no,no,no,3,0.4983923,no,no,no,no,no,0.0
9.2,276,34,25,4,slack_work,no,no,female,yes,no,no,yes,yes,10,0.5253165,yes,yes,yes,yes,yes,1.050633
5.2,160,62,31,2,slack_work,no,no,female,yes,no,yes,yes,no,9,0.4048583,yes,yes,no,no,no,0.0
6.3,150,59,30,10,position_abolished,no,no,female,yes,yes,yes,yes,no,3,0.4155496,yes,no,no,no,no,0.0
4.0,255,14,28,2,slack_work,no,no,female,yes,yes,no,no,no,8,0.5,no,yes,no,no,no,0.0
11.2,178,91,26,2,slack_work,no,yes,female,yes,yes,yes,yes,no,2,0.1779425,no,yes,no,no,no,0.0
6.7,210,74,26,3,slack_work,no,no,female,yes,yes,yes,yes,no,8,0.5172414,yes,no,yes,yes,yes,1.0344828
7.2,170,21,24,11,slack_work,no,no,female,yes,yes,no,no,no,3,0.5,no,no,no,no,no,0.0
7.0,189,74,20,20,position_abolished,no,no,female,yes,yes,no,no,no,4,0.378,yes,yes,no,no,no,0.0
5.9,182,74,35,27,slack_work,no,yes,female,yes,no,yes,yes,no,3,0.4711779,yes,no,no,no,no,0.0
6.6,291,22,40,4,other,no,no,female,yes,yes,yes,yes,yes,10,0.5386417,yes,yes,yes,yes,yes,1.0772834
8.4,203,74,38,2,slack_work,no,no,female,yes,yes,yes,yes,no,6,0.5222222,no,yes,yes,yes,yes,1.0444444
2.5,150,12,26,2,other,no,no,female,yes,no,yes,yes,no,6,0.3746702,yes,no,no,no,no,0.0
9.9,225,55,23,3,other,no,no,female,yes,no,yes,yes,yes,7,0.5012225,yes,yes,yes,yes,yes,1.002445
7.5,210,93,21,3,slack_work,no,yes,female,yes,yes,yes,yes,yes,10,0.3932584,yes,yes,yes,yes,yes,0.7865168
8.9,147,31,20,12,other,yes,yes,female,yes,yes,yes,yes,no,4,0.245,yes,yes,yes,yes,yes,0.49
10.2,105,43,29,1,position_abolished,no,yes,female,yes,yes,yes,yes,no,1,0.4048443,no,yes,no,no,no,0.0
7.4,199,61,24,13,slack_work,no,no,female,yes,no,yes,yes,no,10,0.283906,yes,yes,yes,yes,yes,0.567812
8.4,203,74,30,13,slack_work,no,no,female,yes,yes,yes,yes,no,6,0.52,yes,yes,yes,yes,yes,1.04
3.0,216,16,28,15,other,no,no,female,yes,no,yes,yes,no,7,0.4143763,yes,yes,yes,yes,yes,0.8287526
4.1,258,22,24,1,other,no,no,female,yes,yes,yes,yes,no,8,0.5994236,no,yes,yes,yes,yes,1.1988472
9.2,276,34,26,39,slack_work,no,no,female,yes,no,yes,yes,no,10,0.5238096,no,yes,no,no,no,0.0
9.3,140,61,26,9,other,no,no,female,yes,yes,yes,yes,no,3,0.4302671,yes,no,yes,yes,yes,0.8605342
7.2,138,54,20,1,slack_work,no,no,female,yes,yes,yes,yes,yes,1,0.1842105,yes,yes,yes,yes,yes,0.368421
5.7,203,22,28,1,other,no,no,female,yes,yes,no,yes,no,4,0.6,yes,no,yes,yes,yes,1.2
5.2,245,21,21,1,slack_work,no,no,female,yes,yes,yes,yes,no,9,0.4089069,yes,yes,no,no,no,0.0
5.3,175,59,30,3,position_abolished,no,yes,female,yes,yes,yes,yes,yes,6,0.2338028,yes,no,yes,yes,yes,0.4676056
8.5,176,84,30,7,slack_work,no,no,female,yes,no,yes,yes,no,1,0.4394619,yes,no,yes,yes,yes,0.8789238
8.9,166,56,20,12,slack_work,no,no,female,yes,yes,yes,yes,no,2,0.3185053,yes,yes,yes,yes,yes,0.6370106
9.1,214,23,31,17,slack_work,no,yes,female,yes,yes,yes,yes,no,3,0.5193236,yes,yes,yes,yes,yes,1.0386472
6.0,193,87,29,3,other,no,yes,female,yes,no,yes,yes,yes,5,0.4532374,yes,yes,yes,yes,yes,0.9064748
7.5,145,64,42,2,other,no,no,female,yes,no,yes,yes,yes,9,0.4817814,yes,no,yes,yes,yes,0.9635628
7.0,147,31,29,2,slack_work,no,no,female,yes,yes,yes,yes,no,6,0.4587459,yes,yes,no,no,no,0.0
9.9,225,55,25,1,position_abolished,no,no,female,yes,yes,yes,yes,no,7,0.3754579,yes,no,yes,yes,yes,0.7509158
9.0,156,14,21,1,slack_work,no,no,female,yes,yes,no,no,no,1,0.5022421,no,yes,no,no,no,0.0
9.0,282,14,24,1,seasonal_job_ended,no,no,female,yes,yes,yes,yes,yes,10,0.5,no,yes,yes,yes,yes,1.0
5.7,184,31,23,13,other,no,yes,female,yes,no,yes,yes,no,9,0.4589666,yes,yes,no,no,no,0.0
12.3,147,31,22,2,slack_work,no,no,female,yes,yes,yes,yes,yes,1,0.502994,yes,no,yes,yes,yes,1.005988
10.0,129,45,28,1,position_abolished,no,no,female,yes,no,yes,yes,yes,2,0.5,yes,no,yes,yes,yes,1.0
3.0,216,16,25,15,other,no,no,female,yes,no,yes,yes,no,7,0.4666667,no,yes,yes,yes,yes,0.9333334
7.2,260,21,29,1,slack_work,no,yes,female,yes,yes,yes,yes,no,10,0.5,no,yes,no,no,no,0.0
9.2,276,34,30,4,slack_work,no,yes,female,yes,no,yes,yes,no,10,0.5255474,yes,yes,yes,yes,yes,1.0510948
3.7,234,16,30,6,other,no,no,female,yes,yes,yes,yes,no,8,0.4868106,yes,yes,no,no,no,0.0
8.7,189,71,30,6,slack_work,no,no,female,yes,yes,yes,yes,yes,5,0.4981818,yes,yes,yes,yes,yes,0.9963636
10.5,251,55,29,9,other,no,no,female,yes,no,yes,yes,no,10,0.3338954,yes,yes,yes,yes,yes,0.6677908
4.0,210,47,29,8,slack_work,no,no,female,yes,no,yes,yes,no,8,0.4193548,yes,yes,no,no,no,0.0
6.6,224,74,21,3,slack_work,no,no,female,yes,yes,yes,yes,no,10,0.5202703,yes,no,yes,yes,yes,1.0405406
8.7,179,82,26,5,other,no,no,female,yes,no,no,no,no,5,0.5,yes,yes,no,no,no,0.0
7.3,210,74,21,1,position_abolished,no,no,female,yes,yes,no,no,no,7,0.5190616,yes,yes,no,no,no,0.0
3.7,234,16,26,5,slack_work,no,no,female,yes,yes,yes,yes,yes,8,0.4159836,yes,yes,yes,yes,yes,0.8319672
5.1,260,41,27,1,position_abolished,no,yes,female,yes,no,yes,yes,yes,10,0.502439,yes,yes,yes,yes,yes,1.004878
3.7,169,13,30,2,slack_work,no,no,female,yes,yes,no,no,no,8,0.5794872,no,yes,no,no,no,0.0
7.8,120,63,29,4,position_abolished,yes,no,female,yes,yes,no,yes,no,6,0.5377358,yes,no,yes,yes,yes,1.0754716
7.2,138,54,25,10,slack_work,yes,no,female,yes,yes,no,no,no,1,0.5192308,no,yes,no,no,no,0.0
9.1,214,23,20,11,other,no,no,female,yes,yes,yes,yes,yes,3,0.5212355,yes,yes,yes,yes,yes,1.042471
5.7,184,31,23,2,slack_work,yes,yes,female,yes,no,yes,yes,no,9,0.4979757,yes,yes,yes,yes,yes,0.9959514
9.0,282,14,24,6,slack_work,no,yes,female,yes,yes,yes,yes,no,10,0.3265007,yes,yes,yes,yes,yes,0.6530014
3.7,234,16,46,7,other,no,no,female,yes,yes,yes,yes,no,8,0.4976959,yes,yes,yes,yes,yes,0.9953918
5.2,252,23,21,2,slack_work,no,no,female,yes,no,yes,yes,no,7,0.5209125,yes,yes,no,no,no,0.0
11.5,205,72,40,1,slack_work,yes,no,female,yes,no,yes,yes,yes,4,0.5222222,no,no,yes,yes,yes,1.0444444
4.3,183,44,23,10,other,no,no,female,yes,yes,yes,yes,no,8,0.4020979,yes,yes,no,no,no,0.0
5.8,214,84,29,2,slack_work,no,no,female,yes,yes,yes,yes,no,8,0.4460432,yes,yes,yes,yes,yes,0.8920864
9.7,166,93,37,20,other,no,yes,female,yes,no,yes,yes,no,2,0.3314815,no,yes,no,no,no,0.0
7.2,170,21,27,3,other,yes,no,female,yes,yes,no,no,no,3,0.4983923,yes,yes,no,no,no,0.0
9.4,147,31,23,4,position_abolished,no,no,female,yes,yes,no,no,no,3,0.5,yes,no,no,no,no,0.0
7.1,206,33,30,26,slack_work,no,no,female,yes,no,yes,yes,no,10,0.4478022,yes,yes,no,no,no,0.0
7.2,166,93,30,9,other,no,no,female,yes,yes,no,yes,no,4,0.3933333,no,yes,yes,yes,yes,0.7866666
5.9,185,44,27,9,other,no,no,female,yes,yes,yes,yes,no,4,0.5,no,yes,yes,yes,yes,1.0
7.8,166,93,27,5,slack_work,yes,yes,female,yes,yes,yes,yes,no,3,0.3950276,no,yes,yes,yes,yes,0.7900552
7.3,225,59,25,1,slack_work,yes,no,female,yes,yes,yes,yes,no,10,0.5,yes,yes,yes,yes,yes,1.0
7.2,260,21,30,1,slack_work,yes,no,female,yes,yes,no,no,no,10,0.4954955,yes,yes,no,no,no,0.0
5.4,167,56,26,1,other,yes,no,female,yes,no,no,yes,yes,4,0.5,yes,no,yes,yes,yes,1.0
7.3,196,35,23,2,slack_work,no,no,female,yes,no,yes,yes,yes,3,0.5,no,yes,yes,yes,yes,1.0
5.6,197,73,24,1,slack_work,no,no,female,yes,yes,no,no,no,8,0.5172414,yes,no,no,no,no,0.0
3.5,228,56,21,1,other,no,yes,female,yes,no,yes,yes,no,8,0.4976959,yes,no,no,no,no,0.0
8.2,197,34,22,5,other,no,no,female,yes,yes,no,no,no,6,0.5238096,no,yes,no,no,no,0.0
6.9,177,85,25,5,slack_work,yes,no,female,yes,yes,yes,yes,no,10,0.5,yes,no,no,no,no,0.0
8.8,143,15,29,2,slack_work,no,no,female,yes,yes,no,yes,no,1,0.5505618,no,no,yes,yes,yes,1.1011236
11.5,205,72,21,10,slack_work,no,no,female,yes,yes,no,no,no,4,0.52,no,yes,no,no,no,0.0
6.8,232,23,24,1,slack_work,no,no,female,yes,yes,no,no,no,5,0.4222222,no,yes,no,no,no,0.0
5.2,145,86,20,1,other,no,no,female,yes,yes,yes,yes,no,8,0.4532374,yes,no,yes,yes,yes,0.9064748
3.6,204,56,27,7,slack_work,no,no,female,yes,yes,yes,yes,yes,7,0.501529,yes,no,yes,yes,yes,1.003058
6.3,180,21,24,3,other,no,no,female,yes,no,yes,yes,no,5,0.4296117,no,yes,yes,yes,yes,0.8592234
12.4,183,72,26,17,other,no,no,female,yes,yes,no,no,no,1,0.3114504,yes,yes,no,no,no,0.0
7.0,147,31,30,9,other,no,no,female,yes,yes,yes,yes,no,6,0.4587459,yes,yes,yes,yes,yes,0.9174918
5.3,166,93,22,15,other,no,no,female,yes,yes,yes,yes,no,7,0.2990099,yes,yes,yes,yes,yes,0.5980198
5.0,279,22,26,4,other,no,no,female,yes,yes,yes,yes,yes,9,0.465587,no,yes,yes,yes,yes,0.931174
10.8,105,64,28,6,other,yes,no,female,yes,yes,no,no,no,3,0.437751,no,yes,no,no,no,0.0
8.2,197,34,24,1,seasonal_job_ended,no,yes,female,yes,yes,yes,yes,no,6,0.2820513,yes,yes,no,no,no,0.0
